deal_id,company,rep,category,status,value,close_date,month,quarter,month_name
DL-00681,Company_0588,Marcus T.,Hardware,Lost,496.28,2024-04-04,4,2,Apr
DL-00682,Company_0797,Sarah K.,Hardware,Won,78485.22,2024-03-03,3,1,Mar
DL-00683,Company_0371,Marcus T.,Services,Won,609.625,2024-09-01,9,3,Sep
DL-00684,Company_0035,Marcus T.,Services,Lost,347.46,2024-12-05,12,4,Dec
DL-00685,Company_0530,Marcus T.,Software,Lost,292.02,2024-07-22,7,3,Jul
DL-00686,Company_0789,Priya N.,Services,Open,450.17,2024-07-27,7,3,Jul
DL-00687,Company_0266,Dana W.,Support,Won,319.01,2024-04-12,4,2,Apr
DL-00688,Company_0793,James L.,Software,Lost,61745.79,2024-10-07,10,4,Oct
DL-00689,Company_0431,Sarah K.,Hardware,Won,300.04,2024-03-09,3,1,Mar
DL-00690,Company_0018,Priya N.,Software,Won,351.97,2024-04-28,4,2,Apr
DL-00691,Company_0338,James L.,Services,Won,626.9,2024-06-04,6,2,Jun
DL-00692,Company_0139,James L.,Software,Open,351.33,2024-07-04,7,3,Jul
DL-00693,Company_0066,Marcus T.,Services,Won,304.14,2024-03-29,3,1,Mar
DL-00694,Company_0529,Marcus T.,Software,Won,540.48,2024-02-11,2,1,Feb
DL-00695,Company_0368,James L.,Services,Lost,273.87,2024-08-10,8,3,Aug
DL-00696,Company_0260,James L.,Services,Won,1969.68,2024-04-15,4,2,Apr
DL-00697,Company_0623,Priya N.,Hardware,Open,469.19,2024-07-31,7,3,Jul
DL-00698,Company_0626,Sarah K.,Services,Won,512.61,2024-02-26,2,1,Feb
DL-00699,Company_0677,Priya N.,Support,Lost,546.46,2024-06-24,6,2,Jun
DL-00700,Company_0578,Sarah K.,Hardware,Won,310.33,2024-07-13,7,3,Jul
DL-00701,Company_0766,Sarah K.,Software,Won,1460.14,2024-01-19,1,1,Jan
DL-00702,Company_0581,Marcus T.,Software,Open,344.07,2024-05-02,5,2,May
DL-00703,Company_0202,Marcus T.,Software,Lost,1386.42,2024-02-19,2,1,Feb
DL-00704,Company_0638,Marcus T.,Services,Won,72458.98,2024-01-24,1,1,Jan
DL-00705,Company_0409,Marcus T.,Services,Won,334.05,2024-12-27,12,4,Dec
DL-00706,Company_0079,Sarah K.,Support,Won,433.38,2024-04-27,4,2,Apr
DL-00707,Company_0687,Sarah K.,Services,Won,2001.14,2024-10-22,10,4,Oct
DL-00708,Company_0112,Sarah K.,Hardware,Won,271.51,2024-04-02,4,2,Apr
DL-00709,Company_0622,Marcus T.,Software,Won,2711.92,2024-09-05,9,3,Sep
DL-00710,Company_0136,Sarah K.,Unknown,Won,2217.66,2024-10-04,10,4,Oct
DL-00711,Company_0644,Marcus T.,Hardware,Won,2509.99,2024-08-05,8,3,Aug
DL-00712,Company_0188,Marcus T.,Software,Won,1611.2,2024-06-21,6,2,Jun
DL-00713,Company_0276,Sarah K.,Hardware,Won,307.24,2024-05-30,5,2,May
DL-00714,Company_0736,Sarah K.,Software,Lost,531.65,2024-05-07,5,2,May
DL-00715,Company_0102,James L.,Hardware,Lost,226.55,2024-12-05,12,4,Dec
DL-00716,Company_0106,Unassigned,Hardware,Won,357.22,2024-10-30,10,4,Oct
DL-00717,Company_0574,James L.,Services,Won,2152.05,2024-12-18,12,4,Dec
DL-00718,Company_0756,Marcus T.,Hardware,Won,406.52,2024-02-15,2,1,Feb
DL-00719,Company_0172,Dana W.,Software,Lost,491.55,2024-09-23,9,3,Sep
DL-00720,Company_0330,Sarah K.,Software,Lost,217.79,2024-12-08,12,4,Dec
DL-00721,Company_0721,Priya N.,Software,Won,598.23,2024-03-07,3,1,Mar
DL-00722,Company_0190,Marcus T.,Unknown,Open,463.02,2024-01-25,1,1,Jan
DL-00723,Company_0669,Dana W.,Services,Won,1698.34,2024-09-27,9,3,Sep
DL-00724,Company_0224,Marcus T.,Hardware,Lost,108700.14,2024-07-28,7,3,Jul
DL-00725,Company_0683,James L.,Software,Won,1418.29,2024-11-03,11,4,Nov
DL-00726,Company_0322,Priya N.,Support,Won,245.9,2024-02-21,2,1,Feb
DL-00727,Company_0507,Priya N.,Support,Won,332.37,2024-10-17,10,4,Oct
DL-00728,Company_0547,Unassigned,Hardware,Lost,590.75,2024-03-14,3,1,Mar
DL-00729,Company_0133,Dana W.,Support,Won,2618.78,2024-02-29,2,1,Feb
DL-00730,Company_0036,Priya N.,Hardware,Lost,325.65,2024-02-29,2,1,Feb
DL-00731,Company_0092,Marcus T.,Services,Lost,1789.3,2024-10-24,10,4,Oct
DL-00732,Company_0074,Marcus T.,Services,Won,78803.1,2024-08-30,8,3,Aug
DL-00733,Company_0755,Marcus T.,Services,Lost,3458.93,2024-07-09,7,3,Jul
DL-00734,Company_0182,Sarah K.,Software,Won,2117.15,2024-05-10,5,2,May
DL-00735,Company_0716,Sarah K.,Software,Won,463.42,2024-11-16,11,4,Nov
DL-00736,Company_0458,Priya N.,Services,Lost,505.15,2024-05-23,5,2,May
DL-00737,Company_0698,James L.,Software,Lost,3365.35,2024-10-25,10,4,Oct
DL-00738,Company_0677,Sarah K.,Support,Won,1151.67,2024-06-09,6,2,Jun
DL-00739,Company_0626,Priya N.,Services,Won,183.91,2024-05-17,5,2,May
DL-00740,Company_0408,Unassigned,Services,Won,359.06,2024-06-17,6,2,Jun
DL-00741,Company_0206,Unassigned,Unknown,Won,676.49,2024-04-20,4,2,Apr
DL-00742,Company_0244,Sarah K.,Services,Open,2378.48,2024-09-29,9,3,Sep
DL-00743,Company_0332,Priya N.,Software,Won,444.14,2024-07-02,7,3,Jul
DL-00744,Company_0672,Dana W.,Software,Open,2029.1,2024-03-25,3,1,Mar
DL-00745,Company_0524,Marcus T.,Support,Open,2136.28,2024-11-24,11,4,Nov
DL-00746,Company_0293,Priya N.,Software,Won,60636.48,2024-05-20,5,2,May
DL-00747,Company_0747,James L.,Hardware,Won,371.26,2024-07-17,7,3,Jul
DL-00748,Company_0272,Sarah K.,Software,Lost,2506.07,2024-11-26,11,4,Nov
DL-00749,Company_0378,Dana W.,Support,Won,1810.38,2024-08-15,8,3,Aug
DL-00750,Company_0625,Unassigned,Services,Won,609.625,2024-02-12,2,1,Feb
DL-00751,Company_0663,Sarah K.,Services,Won,112902.04,2024-12-09,12,4,Dec
DL-00752,Company_0025,Marcus T.,Hardware,Won,451.61,2024-08-17,8,3,Aug
DL-00753,Company_0679,Priya N.,Services,Won,3291.34,2024-05-02,5,2,May
DL-00754,Company_0543,James L.,Software,Won,2906.31,2024-02-20,2,1,Feb
DL-00755,Company_0732,Sarah K.,Services,Lost,299.9,2024-10-16,10,4,Oct
DL-00756,Company_0717,Priya N.,Software,Open,465.1,2024-08-14,8,3,Aug
DL-00757,Company_0609,Sarah K.,Services,Won,551.05,2024-07-13,7,3,Jul
DL-00758,Company_0090,James L.,Unknown,Won,3821.82,2024-11-22,11,4,Nov
DL-00759,Company_0475,Priya N.,Hardware,Won,2061.6,2024-10-14,10,4,Oct
DL-00760,Company_0725,Marcus T.,Software,Won,456.77,2024-02-25,2,1,Feb
DL-00761,Company_0187,Priya N.,Software,Lost,412.16,2024-04-23,4,2,Apr
DL-00762,Company_0568,James L.,Support,Lost,609.625,2024-03-31,3,1,Mar
DL-00763,Company_0618,Marcus T.,Support,Won,109.75,2024-09-28,9,3,Sep
DL-00764,Company_0194,James L.,Support,Lost,738.81,2024-01-13,1,1,Jan
DL-00765,Company_0533,Sarah K.,Services,Lost,274.61,2024-07-27,7,3,Jul
DL-00766,Company_0697,Priya N.,Software,Won,1711.15,2024-10-05,10,4,Oct
DL-00767,Company_0084,James L.,Support,Lost,2305.69,2024-11-16,11,4,Nov
DL-00768,Company_0591,Marcus T.,Software,Won,403.71,2024-05-04,5,2,May
DL-00769,Company_0076,James L.,Software,Lost,219.39,2024-10-26,10,4,Oct
DL-00770,Company_0329,Priya N.,Software,Won,93602.86,2024-02-10,2,1,Feb
DL-00771,Company_0382,Dana W.,Services,Won,475.28,2024-11-04,11,4,Nov
DL-00772,Company_0432,Sarah K.,Software,Lost,1531.11,2024-02-16,2,1,Feb
DL-00773,Company_0376,Sarah K.,Hardware,Lost,302.44,2024-05-25,5,2,May
DL-00774,Company_0340,James L.,Software,Lost,1841.86,2024-10-18,10,4,Oct
DL-00775,Company_0176,James L.,Software,Won,426.83,2024-02-24,2,1,Feb
DL-00776,Company_0425,Marcus T.,Services,Lost,2134.59,2024-03-24,3,1,Mar
DL-00777,Company_0423,Dana W.,Software,Won,452.19,2024-09-20,9,3,Sep
DL-00778,Company_0173,Priya N.,Support,Lost,2296.35,2024-09-19,9,3,Sep
DL-00779,Company_0405,Dana W.,Support,Lost,341.49,2024-08-22,8,3,Aug
DL-00780,Company_0081,Priya N.,Software,Won,615.61,2024-09-10,9,3,Sep
DL-00781,Company_0020,Sarah K.,Support,Won,452.74,2024-07-17,7,3,Jul
DL-00782,Company_0690,Marcus T.,Hardware,Open,1538.09,2024-04-01,4,2,Apr
DL-00783,Company_0397,Dana W.,Services,Lost,2692.33,2024-05-06,5,2,May
DL-00784,Company_0329,Marcus T.,Hardware,Open,119.69,2024-03-07,3,1,Mar
DL-00785,Company_0224,Dana W.,Support,Won,302.16,2024-11-27,11,4,Nov
DL-00786,Company_0776,James L.,Software,Lost,1057.2,2024-07-31,7,3,Jul
DL-00787,Company_0401,Marcus T.,Software,Lost,503.0,2024-05-26,5,2,May
DL-00788,Company_0780,Priya N.,Services,Lost,1463.39,2024-06-17,6,2,Jun
DL-00789,Company_0762,Priya N.,Software,Lost,296.08,2024-12-11,12,4,Dec
DL-00790,Company_0784,Priya N.,Software,Won,2415.01,2024-02-25,2,1,Feb
DL-00791,Company_0437,Sarah K.,Services,Won,1482.07,2024-08-01,8,3,Aug
DL-00792,Company_0271,Dana W.,Hardware,Won,545.4,2024-07-03,7,3,Jul
DL-00793,Company_0279,Priya N.,Software,Won,925.63,2024-08-11,8,3,Aug
DL-00794,Company_0222,Dana W.,Software,Won,109320.13,2024-01-07,1,1,Jan
DL-00795,Company_0586,Priya N.,Hardware,Won,341.18,2024-11-14,11,4,Nov
DL-00796,Company_0662,Marcus T.,Services,Won,609.625,2024-12-06,12,4,Dec
DL-00797,Company_0508,Priya N.,Hardware,Won,337.27,2024-07-25,7,3,Jul
DL-00798,Company_0341,James L.,Support,Lost,394.91,2024-09-11,9,3,Sep
DL-00799,Company_0616,Marcus T.,Support,Won,1860.76,2024-12-02,12,4,Dec
DL-00800,Company_0041,Dana W.,Services,Won,465.43,2024-09-15,9,3,Sep
DL-00801,Company_0175,Marcus T.,Software,Lost,506.43,2024-02-25,2,1,Feb
DL-00802,Company_0244,Unassigned,Software,Won,425.33,2024-07-29,7,3,Jul
DL-00803,Company_0252,Unassigned,Hardware,Lost,1612.85,2024-08-09,8,3,Aug
DL-00804,Company_0273,James L.,Support,Won,1371.04,2024-06-03,6,2,Jun
DL-00805,Company_0333,Marcus T.,Software,Open,1121.07,2024-09-25,9,3,Sep
DL-00806,Company_0603,Priya N.,Software,Won,865.86,2024-12-07,12,4,Dec
DL-00807,Company_0010,James L.,Hardware,Won,382.34,2024-12-03,12,4,Dec
DL-00808,Company_0151,Priya N.,Software,Won,131660.33,2024-06-13,6,2,Jun
DL-00809,Company_0188,Priya N.,Software,Won,1821.14,2024-02-11,2,1,Feb
DL-00810,Company_0675,James L.,Support,Lost,2946.04,2024-12-25,12,4,Dec
DL-00811,Company_0637,Marcus T.,Software,Lost,102347.89,2024-11-02,11,4,Nov
DL-00812,Company_0210,Priya N.,Software,Lost,52263.96,2024-02-15,2,1,Feb
DL-00813,Company_0096,Sarah K.,Services,Won,1123.65,2024-12-02,12,4,Dec
DL-00814,Company_0338,Sarah K.,Hardware,Open,191.39,2024-11-13,11,4,Nov
DL-00815,Company_0046,Dana W.,Services,Won,1840.11,2024-07-08,7,3,Jul
DL-00816,Company_0735,James L.,Services,Won,376.01,2024-08-03,8,3,Aug
DL-00817,Company_0056,Sarah K.,Services,Won,489.15,2024-05-25,5,2,May
DL-00818,Company_0074,James L.,Services,Lost,1807.92,2024-01-20,1,1,Jan
DL-00819,Company_0253,Sarah K.,Software,Open,1968.08,2024-05-02,5,2,May
DL-00820,Company_0662,Marcus T.,Software,Won,461.64,2024-10-20,10,4,Oct
DL-00821,Company_0570,Sarah K.,Services,Open,2324.99,2024-01-02,1,1,Jan
DL-00822,Company_0597,Dana W.,Hardware,Lost,408.96,2024-05-01,5,2,May
DL-00823,Company_0169,Dana W.,Hardware,Won,324.76,2024-05-25,5,2,May
DL-00824,Company_0145,Priya N.,Hardware,Lost,312.45,2024-07-15,7,3,Jul
DL-00825,Company_0032,Marcus T.,Hardware,Won,350.99,2024-12-01,12,4,Dec
DL-00826,Company_0514,Marcus T.,Software,Open,314.72,2024-05-06,5,2,May
DL-00827,Company_0795,James L.,Support,Lost,2428.47,2024-05-06,5,2,May
DL-00828,Company_0256,Sarah K.,Support,Won,311.81,2024-09-26,9,3,Sep
DL-00829,Company_0125,Marcus T.,Services,Open,2392.77,2024-06-14,6,2,Jun
DL-00830,Company_0112,Priya N.,Software,Won,612.15,2024-03-22,3,1,Mar
DL-00831,Company_0341,Marcus T.,Services,Open,3035.47,2024-06-14,6,2,Jun
DL-00832,Company_0047,Sarah K.,Services,Won,2603.38,2024-02-21,2,1,Feb
DL-00833,Company_0363,Marcus T.,Software,Lost,103061.16,2024-03-05,3,1,Mar
DL-00834,Company_0786,Priya N.,Services,Lost,1312.73,2024-06-30,6,2,Jun
DL-00835,Company_0397,Dana W.,Hardware,Lost,103157.05,2024-06-01,6,2,Jun
DL-00836,Company_0194,Sarah K.,Hardware,Won,221.14,2024-11-29,11,4,Nov
DL-00837,Company_0736,Priya N.,Software,Open,539.03,2024-05-12,5,2,May
DL-00838,Company_0724,Marcus T.,Software,Won,499.03,2024-07-30,7,3,Jul
DL-00839,Company_0320,Sarah K.,Services,Won,457.83,2024-08-18,8,3,Aug
DL-00840,Company_0793,Priya N.,Hardware,Won,562.81,2024-01-05,1,1,Jan
DL-00841,Company_0137,Sarah K.,Services,Lost,2629.3,2024-08-30,8,3,Aug
DL-00842,Company_0354,Marcus T.,Hardware,Won,70225.23,2024-03-05,3,1,Mar
DL-00843,Company_0069,James L.,Software,Won,72459.44,2024-12-16,12,4,Dec
DL-00844,Company_0581,Marcus T.,Unknown,Open,532.15,2024-02-24,2,1,Feb
DL-00845,Company_0482,Dana W.,Support,Open,121137.18,2024-05-31,5,2,May
DL-00846,Company_0719,Marcus T.,Services,Won,1257.31,2024-02-01,2,1,Feb
DL-00847,Company_0711,Marcus T.,Support,Won,78386.83,2024-12-29,12,4,Dec
DL-00848,Company_0058,Marcus T.,Services,Won,133523.56,2024-07-02,7,3,Jul
DL-00849,Company_0770,Sarah K.,Hardware,Open,2855.08,2024-08-05,8,3,Aug
DL-00850,Company_0388,Dana W.,Software,Open,233.98,2024-01-25,1,1,Jan
DL-00851,Company_0350,Priya N.,Software,Open,385.38,2024-09-30,9,3,Sep
DL-00852,Company_0338,Marcus T.,Software,Lost,431.83,2024-03-17,3,1,Mar
DL-00853,Company_0676,Priya N.,Services,Won,347.65,2024-11-23,11,4,Nov
DL-00854,Company_0756,Dana W.,Software,Won,437.77,2024-03-15,3,1,Mar
DL-00855,Company_0595,Sarah K.,Hardware,Won,1967.22,2024-03-10,3,1,Mar
DL-00856,Company_0435,Sarah K.,Support,Won,396.33,2024-01-14,1,1,Jan
DL-00857,Company_0449,Sarah K.,Services,Open,460.29,2024-06-21,6,2,Jun
DL-00858,Company_0376,James L.,Software,Won,566.01,2024-07-25,7,3,Jul
DL-00859,Company_0390,Sarah K.,Support,Open,609.625,2024-01-24,1,1,Jan
DL-00860,Company_0480,Marcus T.,Services,Open,2503.44,2024-10-10,10,4,Oct
DL-00861,Company_0113,Priya N.,Unknown,Open,2147.98,2024-06-14,6,2,Jun
DL-00862,Company_0745,Priya N.,Support,Lost,480.52,2024-07-10,7,3,Jul
DL-00863,Company_0773,James L.,Support,Won,2443.63,2024-06-09,6,2,Jun
DL-00864,Company_0171,Marcus T.,Services,Won,554.05,2024-05-26,5,2,May
DL-00865,Company_0017,Priya N.,Hardware,Lost,1663.89,2024-07-23,7,3,Jul
DL-00866,Company_0234,Dana W.,Services,Won,2678.71,2024-02-26,2,1,Feb
DL-00867,Company_0309,Marcus T.,Services,Won,78989.28,2024-03-07,3,1,Mar
DL-00868,Company_0668,Sarah K.,Unknown,Lost,488.28,2024-11-10,11,4,Nov
DL-00869,Company_0722,Priya N.,Services,Open,609.625,2024-12-11,12,4,Dec
DL-00870,Company_0280,James L.,Services,Open,2951.37,2024-05-16,5,2,May
DL-00871,Company_0195,Marcus T.,Hardware,Won,413.71,2024-04-08,4,2,Apr
DL-00872,Company_0114,Sarah K.,Software,Open,379.98,2024-08-23,8,3,Aug
DL-00873,Company_0396,James L.,Services,Lost,388.44,2024-05-29,5,2,May
DL-00874,Company_0671,Priya N.,Hardware,Lost,296.15,2024-01-10,1,1,Jan
DL-00875,Company_0666,James L.,Support,Won,398.11,2024-02-26,2,1,Feb
DL-00876,Company_0562,James L.,Software,Lost,329.86,2024-09-18,9,3,Sep
DL-00877,Company_0417,Sarah K.,Hardware,Lost,2299.99,2024-08-28,8,3,Aug
DL-00878,Company_0283,James L.,Support,Lost,361.16,2024-01-10,1,1,Jan
DL-00879,Company_0584,Sarah K.,Services,Won,2441.96,2024-03-22,3,1,Mar
DL-00880,Company_0327,Unassigned,Hardware,Open,510.66,2024-03-25,3,1,Mar
DL-00881,Company_0340,James L.,Services,Open,609.625,2024-09-02,9,3,Sep
DL-00882,Company_0621,Priya N.,Support,Open,522.84,2024-01-08,1,1,Jan
DL-00883,Company_0797,Priya N.,Services,Won,584.54,2024-02-07,2,1,Feb
DL-00884,Company_0220,Sarah K.,Software,Won,3204.07,2024-10-18,10,4,Oct
DL-00885,Company_0008,Unassigned,Services,Won,2465.05,2024-03-06,3,1,Mar
DL-00886,Company_0081,Marcus T.,Services,Lost,2936.22,2024-08-26,8,3,Aug
DL-00887,Company_0293,James L.,Software,Open,503.84,2024-03-27,3,1,Mar
DL-00888,Company_0374,Marcus T.,Hardware,Won,410.72,2024-02-06,2,1,Feb
DL-00889,Company_0533,Sarah K.,Software,Open,3538.9,2024-03-29,3,1,Mar
DL-00890,Company_0414,James L.,Services,Lost,473.69,2024-09-20,9,3,Sep
DL-00891,Company_0098,Sarah K.,Hardware,Won,609.625,2024-11-08,11,4,Nov
DL-00892,Company_0681,James L.,Hardware,Won,507.5,2024-10-30,10,4,Oct
DL-00893,Company_0701,Marcus T.,Hardware,Won,77697.34,2024-05-24,5,2,May
DL-00894,Company_0617,Marcus T.,Hardware,Lost,2495.73,2024-08-31,8,3,Aug
DL-00895,Company_0776,Sarah K.,Support,Won,342.86,2024-03-15,3,1,Mar
DL-00896,Company_0381,Dana W.,Services,Lost,1839.32,2024-04-16,4,2,Apr
DL-00897,Company_0503,Sarah K.,Hardware,Lost,2899.55,2024-11-23,11,4,Nov
DL-00898,Company_0446,Sarah K.,Software,Won,1199.94,2024-01-05,1,1,Jan
DL-00899,Company_0679,Priya N.,Hardware,Won,1303.15,2024-02-01,2,1,Feb
DL-00900,Company_0343,James L.,Software,Lost,471.96,2024-03-16,3,1,Mar
DL-00901,Company_0424,Sarah K.,Support,Won,552.6,2024-01-10,1,1,Jan
DL-00902,Company_0624,Priya N.,Software,Open,382.0,2024-03-07,3,1,Mar
DL-00903,Company_0305,Priya N.,Software,Won,2685.76,2024-07-31,7,3,Jul
DL-00904,Company_0147,Priya N.,Software,Won,2518.54,2024-06-02,6,2,Jun
DL-00905,Company_0731,Marcus T.,Software,Lost,609.625,2024-11-21,11,4,Nov
DL-00906,Company_0453,Marcus T.,Services,Lost,317.16,2024-10-25,10,4,Oct
DL-00907,Company_0032,Marcus T.,Services,Won,2561.55,2024-05-04,5,2,May
DL-00908,Company_0731,Priya N.,Support,Won,468.55,2024-04-04,4,2,Apr
DL-00909,Company_0500,Sarah K.,Services,Lost,205.43,2024-05-18,5,2,May
DL-00910,Company_0318,Priya N.,Software,Won,309.97,2024-08-03,8,3,Aug
DL-00911,Company_0696,Sarah K.,Hardware,Won,470.59,2024-04-07,4,2,Apr
DL-00912,Company_0192,Marcus T.,Software,Lost,2220.93,2024-08-15,8,3,Aug
DL-00913,Company_0179,Priya N.,Support,Lost,1374.69,2024-05-29,5,2,May
DL-00914,Company_0517,Unassigned,Services,Open,383.9,2024-07-20,7,3,Jul
DL-00915,Company_0390,Priya N.,Services,Won,2275.54,2024-06-08,6,2,Jun
DL-00916,Company_0520,Sarah K.,Software,Won,609.625,2024-04-17,4,2,Apr
DL-00917,Company_0356,Sarah K.,Software,Lost,431.95,2024-12-12,12,4,Dec
DL-00918,Company_0572,Priya N.,Hardware,Lost,2402.77,2024-10-05,10,4,Oct
DL-00919,Company_0463,Priya N.,Services,Lost,370.69,2024-02-21,2,1,Feb
DL-00920,Company_0674,Priya N.,Support,Won,2785.43,2024-11-12,11,4,Nov
DL-00921,Company_0098,Marcus T.,Services,Won,535.95,2024-06-26,6,2,Jun
DL-00922,Company_0147,James L.,Hardware,Lost,461.21,2024-11-22,11,4,Nov
DL-00923,Company_0569,Dana W.,Support,Won,495.15,2024-10-18,10,4,Oct
DL-00924,Company_0726,Sarah K.,Software,Won,107527.87,2024-06-04,6,2,Jun
DL-00925,Company_0315,Priya N.,Hardware,Won,300.97,2024-01-09,1,1,Jan
DL-00926,Company_0181,Sarah K.,Software,Open,356.99,2024-04-08,4,2,Apr
DL-00927,Company_0546,Marcus T.,Unknown,Open,172.62,2024-07-16,7,3,Jul
DL-00928,Company_0302,Marcus T.,Hardware,Won,2343.91,2024-08-19,8,3,Aug
DL-00929,Company_0557,Priya N.,Services,Won,2491.79,2024-04-04,4,2,Apr
DL-00930,Company_0598,Marcus T.,Software,Won,1600.94,2024-02-20,2,1,Feb
DL-00931,Company_0003,James L.,Services,Won,609.625,2024-10-31,10,4,Oct
DL-00932,Company_0777,Marcus T.,Support,Won,519.57,2024-12-25,12,4,Dec
DL-00933,Company_0106,Unassigned,Support,Won,622.91,2024-07-10,7,3,Jul
DL-00934,Company_0074,Sarah K.,Hardware,Lost,392.77,2024-03-03,3,1,Mar
DL-00935,Company_0039,Priya N.,Software,Won,1858.51,2024-04-09,4,2,Apr
DL-00936,Company_0638,Sarah K.,Hardware,Open,383.34,2024-01-07,1,1,Jan
DL-00937,Company_0694,Marcus T.,Support,Lost,2224.55,2024-11-29,11,4,Nov
DL-00938,Company_0118,Sarah K.,Software,Won,77817.37,2024-02-12,2,1,Feb
DL-00939,Company_0072,Sarah K.,Software,Won,498.52,2024-07-29,7,3,Jul
DL-00940,Company_0551,Sarah K.,Hardware,Open,2522.66,2024-04-10,4,2,Apr
DL-00941,Company_0203,Sarah K.,Support,Open,2383.83,2024-07-21,7,3,Jul
DL-00942,Company_0095,Marcus T.,Software,Won,1601.02,2024-08-25,8,3,Aug
DL-00943,Company_0278,Marcus T.,Support,Won,472.48,2024-10-29,10,4,Oct
DL-00944,Company_0142,Sarah K.,Services,Open,200.81,2024-03-16,3,1,Mar
DL-00945,Company_0114,Priya N.,Support,Won,410.66,2024-01-05,1,1,Jan
DL-00946,Company_0475,Marcus T.,Services,Won,2891.59,2024-02-19,2,1,Feb
DL-00947,Company_0132,Marcus T.,Services,Open,239.8,2024-11-24,11,4,Nov
DL-00948,Company_0167,James L.,Software,Open,103727.6,2024-11-14,11,4,Nov
DL-00949,Company_0244,Priya N.,Support,Lost,633.01,2024-08-06,8,3,Aug
DL-00950,Company_0276,Dana W.,Services,Won,1531.55,2024-08-07,8,3,Aug
DL-00951,Company_0258,Marcus T.,Hardware,Won,1821.44,2024-08-30,8,3,Aug
DL-00952,Company_0045,James L.,Software,Lost,424.74,2024-03-05,3,1,Mar
DL-00953,Company_0345,Priya N.,Unknown,Lost,1871.2,2024-11-29,11,4,Nov
DL-00954,Company_0236,James L.,Services,Won,2071.51,2024-06-01,6,2,Jun
DL-00955,Company_0052,Dana W.,Software,Open,2702.29,2024-05-19,5,2,May
DL-00956,Company_0147,Sarah K.,Software,Won,366.4,2024-07-08,7,3,Jul
DL-00957,Company_0698,Sarah K.,Software,Won,413.53,2024-01-18,1,1,Jan
DL-00958,Company_0532,Priya N.,Hardware,Won,310.19,2024-03-01,3,1,Mar
DL-00959,Company_0089,Marcus T.,Unknown,Lost,246.81,2024-09-26,9,3,Sep
DL-00960,Company_0232,James L.,Software,Lost,395.05,2024-01-31,1,1,Jan
DL-00961,Company_0726,Sarah K.,Software,Lost,2467.92,2024-08-08,8,3,Aug
DL-00962,Company_0050,James L.,Services,Won,409.86,2024-03-30,3,1,Mar
DL-00963,Company_0664,Sarah K.,Software,Open,2856.51,2024-05-22,5,2,May
DL-00964,Company_0627,Marcus T.,Services,Won,90995.9,2024-04-15,4,2,Apr
DL-00965,Company_0393,Dana W.,Services,Won,381.0,2024-05-09,5,2,May
DL-00966,Company_0213,Sarah K.,Services,Lost,3507.14,2024-09-19,9,3,Sep
DL-00967,Company_0450,Marcus T.,Services,Won,2316.6,2024-04-18,4,2,Apr
DL-00968,Company_0338,Sarah K.,Software,Won,2111.6,2024-07-25,7,3,Jul
DL-00969,Company_0350,James L.,Software,Won,2778.36,2024-06-22,6,2,Jun
DL-00970,Company_0648,Priya N.,Hardware,Won,609.625,2024-08-30,8,3,Aug
DL-00971,Company_0284,James L.,Support,Won,433.01,2024-12-07,12,4,Dec
DL-00972,Company_0582,Marcus T.,Services,Won,393.22,2024-09-24,9,3,Sep
DL-00973,Company_0244,Marcus T.,Software,Won,339.79,2024-03-19,3,1,Mar
DL-00974,Company_0549,Sarah K.,Services,Won,323.44,2024-01-12,1,1,Jan
DL-00975,Company_0727,Sarah K.,Hardware,Lost,433.88,2024-04-05,4,2,Apr
DL-00976,Company_0638,Marcus T.,Hardware,Won,475.47,2024-08-05,8,3,Aug
DL-00977,Company_0583,Priya N.,Hardware,Lost,384.74,2024-01-19,1,1,Jan
DL-00978,Company_0225,Sarah K.,Software,Lost,1020.67,2024-06-30,6,2,Jun
DL-00979,Company_0440,Sarah K.,Hardware,Open,609.625,2024-08-05,8,3,Aug
DL-00980,Company_0473,Sarah K.,Services,Open,411.82,2024-05-01,5,2,May
DL-00981,Company_0443,Marcus T.,Services,Won,375.95,2024-10-08,10,4,Oct
DL-00982,Company_0795,Sarah K.,Services,Won,402.16,2024-02-08,2,1,Feb
DL-00983,Company_0411,Sarah K.,Services,Lost,1665.55,2024-01-28,1,1,Jan
DL-00984,Company_0245,Sarah K.,Hardware,Lost,1343.9,2024-09-22,9,3,Sep
DL-00985,Company_0582,James L.,Support,Won,477.44,2024-06-29,6,2,Jun
DL-00986,Company_0706,Sarah K.,Software,Won,2717.53,2024-09-08,9,3,Sep
DL-00987,Company_0499,James L.,Services,Lost,368.46,2024-06-07,6,2,Jun
DL-00988,Company_0549,Marcus T.,Support,Lost,555.28,2024-03-30,3,1,Mar
DL-00989,Company_0116,Priya N.,Unknown,Lost,365.06,2024-10-25,10,4,Oct
DL-00990,Company_0749,Sarah K.,Services,Won,111058.57,2024-10-18,10,4,Oct
DL-00991,Company_0363,Priya N.,Software,Won,359.9,2024-09-10,9,3,Sep
DL-00992,Company_0203,Marcus T.,Software,Won,284.8,2024-04-09,4,2,Apr
DL-00993,Company_0350,Sarah K.,Unknown,Won,83599.4,2024-08-03,8,3,Aug
DL-00994,Company_0318,Dana W.,Services,Open,267.44,2024-05-11,5,2,May
DL-00995,Company_0358,Priya N.,Hardware,Won,1950.14,2024-02-03,2,1,Feb
DL-00996,Company_0516,Sarah K.,Software,Won,2201.19,2024-11-30,11,4,Nov
